the_geom,SCHOOL_NM,UNIT_ID,SCHOOL_ID,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
POINT (-87.68108149181325 41.94518918287941),AUDUBON,2110,609782,3500 N HOYNE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6810814915,41.9451891836
POINT (-87.75752645896497 41.97234038870338),BEAUBIEN,2240,609796,5025 N LARAMIE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.757526459,41.9723403894
POINT (-87.79871080651749 41.949241872161316),BRIDGE,2380,609810,3800 N NEW ENGLAND AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7987108066,41.949241873
POINT (-87.69672636533127 41.97572558343327),BUDLONG,2440,609817,2701 W FOSTER AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6967263657,41.9757255843
POINT (-87.84107782463859 41.973687118009735),DIRKSEN,2950,609874,8601 W FOSTER AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.8410778244,41.9736871191
POINT (-87.76610722864835 41.979856113008616),FARNSWORTH,3280,609912,5414 N LINDER AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7661072287,41.979856114
POINT (-87.75715453089155 41.94882653357678),GRAY,3620,609949,3730 N LARAMIE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7571545309,41.9488265343
POINT (-87.71566632170648 41.95889607013226),HENRY,3940,609988,4250 N ST LOUIS AV,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7156663217,41.9588960711
POINT (-87.7005629188994 41.98454786870157),JAMIESON,4180,610011,5650 N MOZART ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7005629186,41.9845478696
POINT (-87.77713582517984 41.93414428804182),LYON,4560,610046,2941 N MCVICKER AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.777135825,41.934144289
POINT (-87.79301324904102 41.99381810363021),ONAHAN,5190,610104,6634 W RAVEN ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.793013249,41.9938181045
POINT (-87.81208994961408 41.97854813385108),ORIOLE PARK,5200,610105,5424 N OKETO AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.8120899493,41.9785481346
POINT (-87.77244997871281 41.96559097996802),PRUSSING,5510,610137,4650 N MENARD AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7724499782,41.9655909807
POINT (-87.67095876021652 41.96073185811035),RAVENSWOOD,5550,610141,4332 N PAULINA ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6709587597,41.9607318589
POINT (-87.74601314223652 41.991147168449174),SAUGANASH,5690,610155,6040 N KILPATRICK AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7460131421,41.9911471694
POINT (-87.79875474244398 41.914057533402016),SAYRE,5720,610158,1850 N NEWLAND AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7987547425,41.9140575343
POINT (-87.7820137083429 41.95894772380435),SMYSER,5960,610179,4310 N MELVINA AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7820137085,41.958947725
POINT (-87.72408113540162 41.994040291304785),SOLOMON,5980,610182,6206 N HAMLIN AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7240811354,41.9940402924
POINT (-87.68475722331398 41.99538728404143),STONE,6070,610191,6239 N LEAVITT ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6847572235,41.9953872849
POINT (-87.77835835653642 42.007455368087214),WILDWOOD,6470,610230,6950 N HIAWATHA AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7783583564,42.0074553693
POINT (-87.69080220567992 41.94152433868643),DEVRY HS,6990,610402,3300 N. CAMPBELL AV,HS,"11, 12",High School,-87.6908022052,41.9415243397
POINT (-87.63453817025513 41.901569282062596),PAYTON HS,1090,609680,1034 N WELLS ST,HS,"9, 10, 11, 12",High School,-87.6345381697,41.9015692831
POINT (-87.73528416541927 41.911700553308535),NORTH-GRAND HS,1140,609691,4338 W WABANSIA AV,HS,"9, 10, 11, 12",High School,-87.7352841652,41.9117005541
POINT (-87.64597703836314 41.9183900000963),LINCOLN PARK HS,1620,609738,2001 N ORCHARD ST,HS,"9, 10, 11, 12",High School,-87.6459770378,41.9183900012
POINT (-87.71692882843843 41.91763436883817),FUNSTON,3460,609930,2010 N CENTRAL PARK AV,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7169288285,41.9176343697
POINT (-87.69293623413165 41.922822415922845),GOETHE,3560,609942,2236 N ROCKWELL ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6929362339,41.9228224169
POINT (-87.6831660095821 41.89205503999657),MITCHELL,4840,610073,2233 W OHIO ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6831660092,41.8920550409
POINT (-87.64607532979625 41.91397357047731),NEWBERRY,5080,610095,700 W WILLOW ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6460753299,41.9139735715
POINT (-87.6455364956881 41.90777350303464),OGDEN,5150,610101,1443 N. OGDEN AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6455364956,41.9077735042
POINT (-87.6455364956881 41.90777350303464),OGDEN,5150,610101,1443 N. OGDEN AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6455364956,41.9077735042
POINT (-87.63375810821753 41.90144413660635),SALAZAR,6720,610250,160 W WENDELL ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6337581078,41.9014441374
POINT (-87.67373229819056 41.90289582166217),LASALLE II,8040,610520,1148 N HONORE ST,ES,"PK, K, 1, 2",Elementary School,-87.6737322982,41.9028958229
POINT (-87.62775507207553 41.87442351438315),JONES HS,1060,609678,606 S STATE ST,HS,"9, 10, 11, 12",High School,-87.627755072,41.874423515
POINT (-87.66419564647127 41.87855852728858),YOUNG HS,1810,609755,211 S LAFLIN ST,HS,"7, 8, 9, 10, 11, 12",High School,-87.6641956461,41.8785585284
POINT (-87.63373675018805 41.84993184285006),HAINES,3700,609959,247 W 23RD PL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6337367502,41.849931844
POINT (-87.64037531621362 41.83951073218047),HEALY,3880,609979,3010 S PARNELL AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6403753159,41.839510733
POINT (-87.65340151758227 41.87122648429438),GALILEO,4160,610009,820 S CARPENTER ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6534015174,41.8712264851
POINT (-87.66095223251287 41.87432763583124),"JACKSON, A",4690,610060,1340 W HARRISON ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6609522323,41.8743276366
POINT (-87.6412504835026 41.84437344865156),SHERIDAN,4920,610081,533 W 27TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6412504833,41.8443734496
POINT (-87.65924990016343 41.87913270887591),SKINNER,5940,610177,1260 W ADAMS ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6592498998,41.8791327098
POINT (-87.73359733440624 41.87083710345067),SUMNER,6110,610194,4320 W FIFTH AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.733597334,41.8708371046
POINT (-87.6353157972161 41.843878779509),"WARD, J",6330,610217,2701 S SHIELDS AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6353157974,41.8438787803
POINT (-87.60383868278005 41.81374167183866),KING HS,1760,609751,4445 S DREXEL BL,HS,"9, 10, 11, 12",High School,-87.6038386832,41.8137416726
POINT (-87.72197758052319 41.80306404335865),CURIE HS,1820,609756,4959 S ARCHER AV,HS,"9, 10, 11, 12",High School,-87.7219775806,41.8030640437
POINT (-87.69249287633477 41.828852602937616),BURROUGHS,2540,609829,3542 S WASHTENAW AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6924928764,41.8288526041
POINT (-87.68783464145922 41.79321403810431),CARSON,2660,609842,5516 S MAPLEWOOD AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6878346413,41.7932140392
POINT (-87.67145506202809 41.829647822783706),"GREENE, N",3650,609952,3525 S HONORE ST,ES,"K, 1, 2, 3, 4, 5",Elementary School,-87.6714550621,41.829647824
POINT (-87.73434985766721 41.84138863232992),ZAPATA,3820,609973,2728 S KOSTNER AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7343498576,41.8413886332
POINT (-87.66880551999716 41.810205294978914),SEWARD,5820,610167,4600 S HERMITAGE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6688055195,41.8102052957
POINT (-87.70423369284467 41.811029697370934),COLUMBIA EXPLORERS,5860,610170,4520 S KEDZIE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7042336927,41.8110296983
POINT (-87.68968608782767 41.81600099655417),SHIELDS,5910,610174,4250 S ROCKWELL ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6896860879,41.8160009974
POINT (-87.6991215382957 41.848123674124075),SPRY,6010,610184,2400 S MARSHALL BL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6991215382,41.8481236752
POINT (-87.69030032046714 41.79413982327839),TALMAN,6680,610249,5450 S TALMAN AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6903003203,41.7941398245
POINT (-87.69204180438442 41.82394637698231),BRIGHTON PARK,7470,610317,3825 S WASHTENAW AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.692041804,41.8239463778
POINT (-87.6991215382957 41.848123674124075),SPRY HS,7930,610357,2400 S MARSHALL BL,HS,"9, 10, 11, 12",High School,-87.6991215382,41.8481236752
POINT (-87.5908008753875 41.78339579441746),CARNEGIE,2630,609837,1414 E 61ST PL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5908008751,41.7833957953
POINT (-87.71746593312865 41.745103367445545),DAWES,2980,609879,3810 W 81ST PL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.717465933,41.7451033682
POINT (-87.78763763784829 41.7808608542232),DORE,3080,609893,6108 S NATOMA AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7876376374,41.7808608554
POINT (-87.70812304445637 41.77444512694635),EBERHART,3140,609898,3400 W 65TH PL,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7081230443,41.774445128
POINT (-87.59845412166659 41.81133498378621),ARIEL,3640,609951,1119 E 46TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5984541213,41.811334985
POINT (-87.75868154177839 41.77549407939187),GRIMES,3680,609956,5450 W 64TH PL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7586815418,41.7754940806
POINT (-87.77661721408117 41.780239626065814),HALE,3710,609960,6140 S MELVINA AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7766172143,41.7802396269
POINT (-87.58688377624001 41.79347439721259),HARTE,3780,609969,1556 E 56TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.5868837766,41.793474398
POINT (-87.59330297360788 41.798497794875885),MURRAY,5030,610090,5335 S KENWOOD AV,ES,"K, 1, 2, 3, 4, 5, 6",Elementary School,-87.5933029733,41.7984977959
POINT (-87.73262917646326 41.78687398192599),PASTEUR,5310,610117,5825 S KOSTNER AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7326291767,41.786873983
POINT (-87.74931190000999 41.87357612667922),MAY,4670,610058,512 S LAVERGNE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7493119001,41.8735761278
POINT (-87.74717334210678 41.89214751644554),NASH,5050,610092,4837 W ERIE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7471733422,41.8921475175
POINT (-87.75912316166507 41.873783189224504),"ARMSTRONG, L",5700,610156,5345 W CONGRESS PY,ES,"3, 4, 5, 6",Elementary School,-87.7591231616,41.87378319
POINT (-87.75048229733856 41.88489980997072),SPENCER,6000,610183,214 N LAVERGNE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7504822969,41.8848998107
POINT (-87.76717875484367 41.9067679939003),YOUNG ES,6520,610235,1434 N PARKSIDE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7671787548,41.9067679948
POINT (-87.74678466666491 41.89784610335366),MCNAIR,7040,610282,4820 W WALTON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7467846665,41.8978461042
POINT (-87.75576462806113 41.8738238068074),LELAND,7320,610305,5221 W CONGRESS PY,ES,"PK, K, 1, 2, 3",Elementary School,-87.7557646278,41.8738238076
POINT (-87.7662631172426 41.87804825663559),DEPRIEST,8050,610367,139 S PARKSIDE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.766263117,41.8780482573
POINT (-87.77016837795779 41.93505764579701),CAMRAS,8600,610539,3000 N MANGO AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7701683776,41.9350576468
POINT (-87.76574368230919 41.92131415902708),PRIETO,8023,610533,2231 N. CENTRAL AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7657436822,41.9213141599
POINT (-87.72178048011747 41.91608345266408),AMES,2090,609780,1920 N HAMLIN AV,MS,"7, 8",Elementary School,-87.7217804799,41.9160834536
POINT (-87.71796263089482 41.90376964760125),CAMERON,2610,609835,1234 N MONTICELLO AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7179626304,41.9037696487
POINT (-87.6945475364655 41.918019116474184),CHASE,2760,609853,2021 N POINT ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6945475364,41.9180191175
POINT (-87.68881232505908 41.89674133454674),CHOPIN,2770,609854,2450 W RICE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6888123245,41.8967413351
POINT (-87.68190255544503 41.89961920486302),COLUMBUS,2850,609863,1003 N LEAVITT ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6819025551,41.8996192057
POINT (-87.7054748932267 41.923349518378515),DARWIN,2960,609875,3116 W BELDEN AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7054748935,41.9233495194
POINT (-87.76984050434139 41.92551087920867),BELMONT-CRAGIN,3390,609922,2456 N MANGO AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7698405039,41.9255108801
POINT (-87.72389331614903 41.91478313396467),MCAULIFFE,3770,609968,1841 N SPRINGFIELD AV,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.723893316,41.9147831352
POINT (-87.71436649330677 41.90447396858369),CASALS,4290,610021,3501 W POTOMAC AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7143664932,41.9044739697
POINT (-87.69494543256283 41.89940401615691),LAFAYETTE,4400,610031,2714 W AUGUSTA BL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6949454321,41.8994040172
POINT (-87.748479434638 41.91886944344058),LLOYD,4500,610040,2103 N LAMON AV,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.7484794344,41.9188694446
POINT (-87.71027069826057 41.90654636184669),LOWELL,4540,610044,3320 W HIRSCH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7102706982,41.9065463628
POINT (-87.75816603370782 41.92053894742897),NORTHWEST,4600,610051,5252 W PALMER ST,MS,"6, 7, 8",Elementary School,-87.7581660337,41.9205389482
POINT (-87.75816603370782 41.92053894742897),NORTHWEST,4600,610051,5252 W PALMER ST,MS,"6, 7, 8",Elementary School,-87.7581660337,41.9205389482
POINT (-87.76153848108957 41.923927402817725),HANSON PARK,4770,610068,5411 W FULLERTON AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7615384806,41.923927404
POINT (-87.69690743068324 41.91259349727898),MOOS,4870,610076,1711 N CALIFORNIA AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6969074304,41.9125934984
POINT (-87.72192674170574 41.92097305457066),MOZART,5000,610088,2200 N HAMLIN AV,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7219267412,41.9209730558
POINT (-87.73138446916519 41.9196219047867),NIXON,5100,610097,2121 N KEELER AV,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7313844691,41.9196219052
POINT (-87.72988124512409 41.90612859657917),NOBEL,5110,610098,4127 W HIRSCH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7298812452,41.9061285977
POINT (-87.7324066584557 41.906916058288),WEST PARK,5140,610100,1425 N TRIPP AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7324066582,41.9069160592
POINT (-87.73129804372083 41.90016372961218),PICCOLO,5210,610106,1040 N KEELER AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7312980439,41.9001637303
POINT (-87.76115134663536 41.93034053912389),SCHUBERT,5800,610165,2727 N LONG AV,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.7611513466,41.93034054
POINT (-87.71320428174035 41.91196662675085),STOWE,6080,610192,3444 W WABANSIA AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7132042818,41.9119666279
POINT (-87.69296317425837 41.90672259095056),VON HUMBOLDT,6280,610210,2620 W HIRSCH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6929631741,41.9067225919
POINT (-87.70024239212357 41.915002028352056),YATES,6510,610234,1839 N RICHMOND ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7002423922,41.9150020292
POINT (-87.69296317425837 41.90672259095056),DE DUPREY,7510,610320,2620 W HIRSCH ST,ES,"1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6929631741,41.9067225919
POINT (-87.68052226925774 41.93567633561773),ALCOTT HS,8035,610524,2957 N HOYNE AV,HS,9,High School,-87.6805222693,41.9356763366
POINT (-87.65619104196709 41.9341025400086),AGASSIZ,2030,609773,2851 N SEMINARY AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6561910419,41.9341025412
POINT (-87.64633906878717 41.929833806968766),ALCOTT,2040,609774,2625 N ORCHARD ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6463390687,41.929833808
POINT (-87.67373229819056 41.90289582166217),ANDERSEN,2060,609776,1148 N HONORE ST,ES,"2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6737322982,41.9028958229
POINT (-87.70857762978827 41.93516610150183),AVONDALE,2140,609787,2945 N SAWYER AV,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.70857763,41.9351661025
POINT (-87.69625789065661 41.930979685669556),BRENTANO,2370,609809,2723 N FAIRFIELD AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6962578906,41.9309796864
POINT (-87.82933052645298 41.94795802915121),CANTY,2620,609836,3740 N PANAMA AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.8293305261,41.94795803
POINT (-87.7063963741633 41.9520147598616),CLEVELAND,2800,609857,3121 W BYRON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7063963741,41.9520147609
POINT (-87.81316725113774 41.942524051554635),DEVER,3020,609884,3436 N OSCEOLA AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.8131672515,41.9425240525
POINT (-87.81114671445125 42.004436159302436),EBINGER,3150,609899,7350 W PRATT AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.8111467145,42.0044361604
POINT (-87.76182110329297 41.99946016367177),EDGEBROOK,3170,609901,6525 N HIAWATHA AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7618211032,41.9994601644
POINT (-87.74936627750972 41.93575650362426),FALCONER,3270,609910,3020 N LAMON AV,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7493662771,41.9357565048
POINT (-87.7961982715496 41.9763558259689),"GARVY, J",3510,609937,5225 N OAK PARK AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7961982713,41.976355827
POINT (-87.72316535872694 41.964052751088595),HAUGAN,3810,609972,4540 N HAMLIN AV,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.7231653581,41.9640527523
POINT (-87.71036213906346 41.97036267385306),HIBBARD,4000,609994,3244 W AINSLIE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7103621392,41.9703626747
POINT (-87.77908580569104 41.98369329428742),HITCH,4010,609995,5625 N MCVICKER AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7790858056,41.9836932956
POINT (-87.7191862725195 41.929961780588826),MONROE,4850,610074,3651 W SCHUBERT AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7191862725,41.9299617815
POINT (-87.71682512242504 41.95005039638608),MURPHY,5020,610089,3539 W GRACE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7168251222,41.9500503973
POINT (-87.80296049790583 41.988203609200305),NORWOOD PARK,5120,610099,5900 N NINA AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.8029604981,41.98820361
POINT (-87.73917369563279 41.97319823003198),PALMER,5260,610111,5051 N KENNETH AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7391736951,41.973198231
POINT (-87.71262123546174 41.9816397673409),PETERSON,5410,610127,5510 N CHRISTIANA AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7126212353,41.9816397684
POINT (-87.76100168163434 41.95701515027636),PORTAGE PARK,5490,610135,5330 W BERTEAU AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7610016812,41.9570151513
POINT (-87.71950436309989 41.94112182737044),REILLY,5590,610144,3650 W SCHOOL ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7195043632,41.9411218282
POINT (-87.76894425387341 41.94296547260888),REINBERG,5600,610145,3425 N MAJOR AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7689442534,41.9429654734
POINT (-87.73235635017967 41.941647600924),SCAMMON,5730,610159,4201 W HENDERSON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7323563499,41.9416476021
POINT (-87.77766129613373 41.948598407218185),"THORP, O",6190,610201,6024 W WARWICK AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7776612961,41.9485984081
POINT (-87.72463964407768 41.971540060672005),VOLTA,6270,610209,4950 N AVERS AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7246396435,41.9715400618
POINT (-87.70962733404215 41.971146442216195),ALBANY PARK,6290,610212,4929 N SAWYER AV,MS,"7, 8, 9",Elementary School,-87.7096273336,41.9711464431
POINT (-87.72036100540024 41.952114526310105),MARSHALL MIDDLE,7520,610321,3900 N LAWNDALE AV,MS,"7, 8",Elementary School,-87.7203610053,41.9521145275
POINT (-87.72036100540024 41.952114526310105),MARSHALL MIDDLE,7520,610321,3900 N LAWNDALE AV,MS,"7, 8",Elementary School,-87.7203610053,41.9521145275
POINT (-87.70718958849034 41.96177763927175),NORTH RIVER,7890,610354,4416 N TROY ST,ES,"1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7071895882,41.96177764
POINT (-87.73060689752498 41.95052750919633),DISNEY II,8045,610515,3815 N KEDVALE AV,ES,"PK, K, 1, 2",Elementary School,-87.7306068974,41.9505275104
POINT (-87.70595253603676 42.00308704029431),WEST RIDGE,8440,610542,6700 N. WHIPPLE ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7059525358,42.0030870416
POINT (-87.68453034164362 42.01017353230086),"ARMSTRONG, G",2080,609779,2110 W GREENLEAF AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6845303412,42.0101735333
POINT (-87.70218893755508 41.95825856465853),BATEMAN,2190,609792,4220 N RICHMOND ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7021889371,41.9582585659
POINT (-87.68605486378232 41.949524802579695),BELL,2270,609799,3730 N OAKLEY AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.686054864,41.9495248037
POINT (-87.66493236110423 41.95080851702895),BLAINE,2300,609803,1420 W GRACE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6649323607,41.9508085182
POINT (-87.69750154503517 42.00349489723498),BOONE,2320,609804,6710 N WASHTENAW AV,ES,"PK, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6975015445,42.0034948981
POINT (-87.65096300708807 41.952837169928145),GREELEY,2730,609850,832 W SHERIDAN RD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6509630074,41.9528371709
POINT (-87.68323330405816 41.97586733738376),CHAPPELL,2750,609852,2135 W FOSTER AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6832333037,41.9758673383
POINT (-87.69839938523094 41.99262295791952),CLINTON,2810,609859,6110 N FAIRFIELD AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6983993856,41.9926229588
POINT (-87.67779918455217 42.01711453628917),JORDAN,2870,609865,7414 N WOLCOTT AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.677799184,42.0171145371
POINT (-87.68380168404657 41.95554021701404),COONLEY,2880,609866,4046 N LEAVITT ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6838016839,41.9555402179
POINT (-87.70465413274164 42.00935194883777),DECATUR,2990,609880,7030 N SACRAMENTO AV,ES,"K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7046541324,42.0093519497
